순번,행정구역,업소명,소재지,전화번호,관리구분
589,경남 김해시,동창원IC충전소,경상남도 김해시 진영읍 김해대로 133,055-346-0301,자동차충전
590,경남 김해시,서일산업(주)장유충전소,경상남도 김해시 장유로 581 ,055-344-6444,자동차충전
591,경남 김해시,김해셀프주유소충전소,경상남도 김해시 주촌면 서부로 1608,055-338-5190,자동차충전
592,경남 김해시,SK가스서김해LPG충전소,경상남도 김해시 금관대로 1112,055-333-9689,자동차충전
593,경남 김해시,MS에너지(주),경상남도 김해시 한림면 한림로 1027,055-345-1117,용기+자동차+탱크+13kg용기
594,경남 김해시,비앤지(주),경상남도 김해시 한림면 김해대로 1565,055-343-1370,자동차충전
595,경남 김해시,(주)에스엔디유통,경상남도 김해시 진영읍 하계로96번길 94-4,055-343-8700,자동차충전
596,경남 김해시,삼계LPG충전소,경상남도 김해시 한림면 김해대로 1604,055-314-2311,자동차충전
597,경남 김해시,(주)경인석유 고속도로진영(상)주유소,경상남도 김해시 진영읍 하계로96번길 44-49,055-342-0878,자동차충전
598,경남 김해시,칠산충전소,경상남도 김해시 금관대로 916,055-321-0070,자동차충전
599,경남 김해시,김해LPG,경상남도 김해시 김해대로 2625,055-334-9466,용기+자동차+13kg용기
600,경남 남해군,창선대교LPG충전소,경상남도 남해군 창선면 동부대로 2902,055-867-3066,자동차충전
601,경남 남해군,대영엘피지충전소,경상남도 남해군 남해읍 남해대로 2675,055-864-3304,자동차충전
602,경남 남해군,남해LPG충전소,경상남도 남해군 고현면 남해대로 3249,055-864-8104,용기+자동차+13kg용기
603,경남 남해군,땡큐LPG,경상남도 남해군 남해읍 남해대로 2624,055-864-1415,자동차충전
604,경남 밀양시,(주)티엔에프 하이웨이 충전소,경상남도 밀양시 산내면 밀양대로 4127,055-351-0685,자동차충전
605,경남 밀양시,(유)대광가스,경상남도 밀양시 부북면 밀양대로 1655,055-356-3960,자동차충전
606,경남 밀양시,삼랑진가스충전소,경상남도 밀양시 삼량진로 323,055-352-7999,자동차충전
607,경남 밀양시,밀양LPG충전소,경상남도 밀양시 상남면 밀양대로 1367,055-327-2311,자동차충전
608,경남 밀양시,귀명충전소,경상남도 밀양시 하남읍 온천로 1842,055-391-4886,자동차충전
609,경남 밀양시,대영충전소,경상남도 밀양시 밀양대로 2248,055-355-2235,자동차충전
610,경남 사천시,(주)공항엘피지충전주유소,경상남도 사천시 사천읍 사천대로 2000,055-853-0005,자동차충전
611,경남 사천시,삼천포가스충전소,경상남도 사천시 삼천포대교로 648,055-835-0939,자동차충전
612,경남 사천시,와이엠21유통(주)사천(상)주유소,경상남도 사천시 곤양면 묵실길 31-11 사천휴게소,055-854-6732,자동차충전
613,경남 사천시,남일에너지(유),경상남도 사천시 삼천포대교로 551,055-835-7081,자동차충전
614,경남 사천시,사천엘피지충전소,경상남도 사천시 사천읍 사천대로 1783,055-741-2063,자동차충전
615,경남 사천시,(주)남척가스,경상남도 사천시 곤명면 봉명로 295,055-852-4706,용기+탱크+13kg용기
616,경남 사천시,한일에너지,경상남도 사천시 곤명면 경서대로 3603 한일에너지 일원,055-853-8872,용기+자동차+탱크+13kg용기
617,경남 사천시,삼천포오렌지충전소,경상남도 사천시 벌용길 94,055-833-9595,자동차충전
618,경남 사천시,남양에너지충전소,경상남도 사천시 서포면 사천대교로 490-7,055-854-3003,용기+자동차+13kg용기
619,경남 사천시,와이엠21유통(주)사천(하)주유소,경상남도 사천시 곤양면 서삼로 619,055-854-8622,자동차충전
620,경남 사천시,태영가스충전소,경상남도 사천시 서포면 서포로 744,055-853-5454,자동차충전
621,경남 사천시,서흥엘피지,경상남도 사천시 축동면 사천대로 2168,055-854-5189,자동차충전
622,경남 사천시,(유)동아가스산업,경상남도 사천시 사천대로 718,055-832-1801,용기+자동차+탱크+13kg용기
623,경남 사천시,학동충전소,"경상남도 사천시 정동면 상정대로 185-6,183-8번지",055-855-0889,자동차충전
624,경남 산청군,(주)대교산청상충전소,경상남도 산청군 단성면 통영대전고속도로 76 산청휴게소,055-973-5970,자동차충전
625,경남 산청군,산청에너지,경상남도 산청군 산청읍 산수로 52 ,055-973-6409,자동차충전
626,경남 산청군,(주)대교산청(하)충전소,경상남도 산청군 단성면 통영대전고속도로 77,055-973-5970,자동차충전
627,경남 산청군,동진가스,경상남도 산청군 신안면 원지로 78,055-972-0651,자동차충전
628,경남 양산시,(주)영일,경상남도 양산시 유산공단4길 28-140,070-488-4657,용기충전
629,경남 양산시,호포충전소,경상남도 양산시 동면 양산대로 11,055-387-2261,자동차충전
630,경남 양산시,(주)연성에너지,경상남도 양산시 공단로 31,055-912-9188,자동차충전
631,경남 양산시,신양산가스충전소,경상남도 양산시 명곡로 155,055-386-0780,자동차충전
632,경남 양산시,통도사(부산방향)충전소,경상남도 양산시 하북면 경부고속도로 31-1,055-372-6163,자동차충전
633,경남 양산시,승학에너지(주),경상남도 양산시 상북면 양산대로 1510 ,055-375-5575,자동차충전
634,경남 양산시,MS종합가스(주),경상남도 양산시 소주공단2길 48,055-366-5522,용기+자동차+탱크+13kg용기
635,경남 양산시,양산가스충전소,경상남도 양산시 상북면 양산대로 1565,055-374-0569,자동차충전
636,경남 양산시,웅상LPG충전소,경상남도 양산시 웅상대로 1577 (용당동),055-388-6663,자동차충전
637,경남 양산시,부경에너지(주)도륜대충전소,경상남도 양산시 상북면 양산대로 1835,055-781-2900,용기+자동차+탱크+13kg용기
638,경남 양산시,동해고속충전소,경상남도 양산시 웅상대로 1000,055-365-6999,자동차충전
639,경남 양산시,(주)신성에너지 통도가스충전소,경상남도 양산시 하북면 양산대로 2169,055-375-2600,자동차충전
640,경남 양산시,물금LPG충전소,경상남도 양산시 물금읍 황산로 112,055-388-1128,자동차충전
641,경남 양산시,(주)신성에너지,경상남도 양산시 산막공단로 12 (주)신성에너지,055-385-4002,용기+자동차
642,경남 양산시,풀무원식품(주) 양산(서울방향)충전소,경상남도 양산시 동면 목장길 15-50,055-389-1750,자동차충전
643,경남 양산시,"양산IC충전소(구,신화충전소)",경상남도 양산시 상북면 와곡강변길 28,055-374-7735,자동차충전
644,경남 양산시,(주)배성에너지사송충전소,경상남도 양산시 동면 사송리 1170 ,,기타
645,경남 양산시,남양산충전소,"경상남도 양산시 동면 양산대로 542-20,1038-1번지",055-384-3125,자동차충전
646,경남 의령군,정암LPG충전소,경상남도 의령군 의령읍 남강로 771 ,055-572-5486,자동차충전
647,경남 의령군,의령가스충전소,경상남도 의령군 의령읍 백산로 89 ,055-572-2515,자동차충전
648,경남 진주시,주식회사에스피씨삼립진주(부산방향)충전소,경상남도 진주시 남해고속도로 194,055-759-1028,자동차충전
649,경남 진주시,태일가스충전소,경상남도 진주시 진산로 161,055-759-3223,자동차충전
650,경남 진주시,(주)성주에너지진주오렌지충전소,경상남도 진주시 진주대로 1298,055-745-6607,자동차충전
651,경남 진주시,경남엘피가스충전소,경상남도 진주시 명석면 진주대로 1968,055-743-6061,자동차충전
652,경남 진주시,진주LPG충전소,경상남도 진주시 말티고개로 46 ,055-762-0041,용기+자동차+탱크+13kg용기+부탄캔
653,경남 진주시,대륙가스충전소,경상남도 진주시 문산읍 월아산로 1183 ,055-761-6543,자동차충전
654,경남 진주시,(주)명성에너지,경상남도 진주시 솔밭로 5,055-752-4989,용기+자동차+13kg용기
655,경남 진주시,동원가스,경상남도 진주시 내동면 순환로 395,055-759-6669,자동차충전
656,경남 진주시,대풍엘피가스,경상남도 진주시 진주대로 405,055-755-5301,자동차+13kg용기
657,경남 진주시,(주)대창가스,경상남도 진주시 돗골로 61,055-752-3330,용기+자동차+13kg용기
658,경남 진주시,미래로가스충전소,경상남도 진주시 정촌면 진주대로 249,055-800-8813,자동차충전
659,경남 진주시,유천LPG충전소,경상남도 진주시 말티고개로 69,055-745-9398,자동차충전
660,경남 진주시,(주)대천주약충전소,경상남도 진주시 강남로 15,055-758-5189,자동차충전
661,경남 진주시,금산엘피지충전소,경상남도 진주시 금산면 월아산로 1906,055-753-1461,자동차충전
662,경남 진주시,두성유통(주)문산(순천방향)LPG충전소,경상남도 진주시 문산읍 남해고속도로 195,055-761-2820,자동차충전
663,경남 진주시,(주)성홍가스서진주충전소,경상남도 진주시 판문로 194 ,055-745-4121,자동차충전
664,경남 진주시,동명가스충전소,경상남도 진주시 문산읍 진마대로 1062,055-757-7655,자동차충전
665,경남 진주시,대림가스공업(주),경상남도 진주시 솔밭로31번길 6,055-752-1234,용기+자동차+13kg용기
666,경남 진주시,진주개인택시운영회,경상남도 진주시 월아산로 2092 GS칼텍스 LPG,055-755-0114,자동차충전
667,경남 진주시,진주개인택시2충전소,경상남도 진주시 진주대로 1409,055-742-6137,자동차충전
668,경남 진주시,합동가스,경상남도 진주시 솔밭로32번길 19,055-752-8221,자동차충전
669,경남 창녕군,대성종합가스충전소,경상남도 창녕군 대지면 효정직교길 107,055-532-0019,용기+자동차+탱크
670,경남 창녕군,(주)이엠석유영산(하)충전소,경상남도 창녕군 영산면 장척호수길 56-110 ,055-521-3284,자동차충전
671,경남 창녕군,(주)정우에너지 창녕LPG충전소,"경상남도 창녕군 도천면 예리 산 46-1,전1041",052-265-1123,용기+자동차
672,경남 창녕군,제주비케이(주) 경남대로충전소,경상남도 창녕군 도천면 경남대로 3270,055-536-9087,자동차충전
673,경남 창녕군,남지IC충전소,경상남도 창녕군 남지읍 낙동로 579-4,055-521-1331,자동차충전
674,경남 창녕군,(주)경성에너지 영산충전소,경상남도 창녕군 영산면 영산장마로 733,055-536-1811,자동차충전
675,경남 창녕군,(주)경성에너지,경상남도 창녕군 대합면 경남대로 5408,055-532-2557,용기+자동차+탱크+13kg용기
676,경남 창녕군,대흥가스충전소,경상남도 창녕군 창녕읍 창녕대로 142,055-533-2889,자동차충전
677,경남 창원시 마산합포구,마산개인택시복지충전소,경상남도 창원시 마산합포구 산호동2길 66 주택,055-224-2104,자동차충전
678,경남 창원시 마산합포구,SK에너지 신포충전소,경상남도 창원시 마산합포구 해안대로 252,055-243-8814,자동차충전
679,경남 창원시 마산합포구,그린가스텍(주),경상남도 창원시 마산합포구 진동면 남해안대로 5422,055-296-3651,용기+자동차+탱크+13kg용기
680,경남 창원시 마산합포구,국제에너지,경상남도 창원시 마산합포구 진전면 남해안대로 4480 (주)이앤에스,055-277-3510,자동차충전
681,경남 창원시 마산합포구,SK에너지 신포충전소,경상남도 창원시 마산합포구 해안대로 250,055-243-8811,용기+탱크
682,경남 창원시 마산합포구,삼화가스충전소,경상남도 창원시 마산합포구 밤밭고개로 243,055-222-4050,자동차충전
683,경남 창원시 마산합포구,우산LPG충전소,경상남도 창원시 마산합포구 현동로 12 (우산동),055-221-4835,자동차충전
684,경남 창원시 마산회원구,(주)배성에너지 경남충전소,경상남도 창원시 마산회원구 봉양로 86,055-292-4611,자동차충전
685,경남 창원시 마산회원구,마산LPG충전소 동방도시가스,경상남도 창원시 마산회원구 팔용로 113(합성동),055-251-6801,용기+자동차+13kg용기
686,경남 창원시 마산회원구,태화충전소,경상남도 창원시 마산회원구 내서읍 경남대로 503,055-232-6191,자동차충전
687,경남 창원시 마산회원구,(주)경서에너지대천충전소,경상남도 창원시 마산회원구 북성로 442 (주)경서에너지 충전소,055-231-2580,자동차충전
688,경남 창원시 마산회원구,(주)도일가스,경상남도 창원시 마산회원구 양덕로 58 (양덕동) ,055-297-0660,자동차충전
