수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
DIZERX,조이렉스주사액 250mg,1342,5408,1342,1342,1342,1342,N,2016-02-26,2018-02-01,
DIZFR4,조프란주 4mg,4149,4564,4149,4149,4149,4149,N,2016-02-28,2018-02-01,
DIZFR8,조프란주8mg,0,0,0,0,0,0,N,2016-02-28,2018-02-01,
DIZLDRN,산도스 졸레드론산 주,235130,337879,235130,235130,235130,235130,N,2015-11-03,2019-11-01,
DIZPL,젬플라주5ug,21731,25152,21731,21731,21731,21731,N,2014-03-18,2016-02-01,
DIZPLN,젬플라주5ug,21987,24807,21987,21987,21987,21987,N,2016-02-26,2018-11-01,
DIZPN,지판주사 100mg (일성신약),278,330,278,278,278,278,N,2016-09-29,2016-10-01,
DIZVRX,조비락스정주 250mg,7274,8001,7274,7274,7274,7274,N,2014-03-18,2018-10-05,
F007EF,엔후란(7.5ML/15min),1403,1403,1403,1403,1403,1403,N,2001-12-31,2018-03-01,
F007ES,포란액(이소푸르란)-중외,2867,2867,2867,2867,2867,2867,N,2003-02-18,2014-06-01,
F007EV,세보레인흡입액,2774,4180,2774,2774,2774,2774,N,2004-04-14,2018-11-01,
F007K2,산소(45L/15min),14,50,14,14,14,14,N,2001-12-31,2017-11-01,
F007K3,소다아임(450G/1.5시간),3400,3400,3400,3400,3400,3400,N,2001-12-31,2019-06-01,
F007K4,치오펜탈나트륨(500MG),790,1685,790,790,790,790,N,2001-12-31,2016-07-01,
F007K5,석시닐콜린(100MG),1939,2133,1939,1939,1939,1939,N,2001-12-31,2016-07-01,
F008ES,에어레인액(이소푸르란),4128,4128,4128,4128,4128,4128,N,2008-08-22,2014-06-01,
F00ES,이소푸르란,2867,2867,2867,2867,2867,2867,N,2003-02-18,2014-06-01,
F017ES,세보레인흡입액(세보푸르란),3230,3230,3230,3230,3230,3230,N,2004-10-06,2018-04-19,
F018ES,세보프란흡입액(세보플루란),1463,3915,1463,1463,1463,1463,N,2010-02-03,2018-02-01,
YGN100,리도카인(치과)휴온스,326,392,326,326,326,326,N,2013-10-28,2014-06-01,
B1001001,NEW TA 45-3.5 D.L.U,99750,99750,99750,99750,99750,99750,N,2008-10-02,2019-04-01,
B1012002,TCR75 (CARTRIDGE) -  ETHICON,83710,83710,83710,83710,83710,83710,N,2004-03-16,2019-04-01,
B1022001,AUTOSUTURE PREMIUM PLUS CEEA,379860,379860,379860,379860,379860,379860,N,2002-01-12,2019-04-01,
B1022002,PROXIMATE ILS,379860,379860,379860,379860,379860,379860,N,2007-07-30,2019-04-01,
B1101001,ENDO GIA,142060,142060,142060,142060,142060,142060,N,2004-06-15,2019-04-01,
B1201002,PROXIMATE PPH,352270,352270,352270,352270,352270,352270,N,2006-08-11,2019-04-01,
B1601002,PROXIMATE LINEAR CUTTING STAPLER,122460,122460,122460,122460,122460,122460,N,2007-07-26,2019-04-01,
B2001003,ENDO LOOP,20070,20070,20070,20070,20070,20070,N,2004-08-27,2019-05-01,
B2001006,Round Loop(Suture Loop),22077,22077,22077,22077,22077,22077,N,2002-01-22,2015-07-01,
B2001106,ROUND LAPLOOP(5mm),24100,24100,24100,24100,24100,24100,N,2018-03-31,2019-05-01,
B2001198,SURGI LOOP,24600,24600,24600,24600,24600,24600,N,2018-02-19,2019-05-01,
B2021001,ENDO CLIP APPLIER 10MM,10710,10710,10710,10710,10710,10710,N,2018-03-31,2019-05-01,
B2021011,LIGAMAX ENDOSCOPIC CLIP,8198,8198,8198,8198,8198,8198,N,2019-04-02,2019-05-01,
B2121102,VESOLOCK CLIP EXTRA LARGE,5250,5250,5250,5250,5250,5250,N,2019-04-02,2019-05-02,
B2801006,LAP BAG,34296,34296,34296,34296,34296,34296,N,2006-07-11,2019-05-01,
B2801012,ENDO BAG-B1 SMALL(POUCH),37790,37790,37790,37790,37790,37790,N,2018-02-19,2019-05-07,
B2801012-1,ENDO BAG-B2 MEDIUM(POUCH),37030,37030,37030,37030,37030,37030,N,2018-02-28,2019-05-01,
B3340010,TISSUE AID(연조직접착제),58850,58850,58850,58850,58850,58850,N,2019-12-09,2019-12-01,
BB3001WQ,TISSUE AID(연조직접착제),66000,66000,66000,66000,66000,66000,N,2019-12-02,2019-12-02,
BC0101AT,DBX PUTTY,440000,440000,440000,440000,440000,440000,N,2013-01-21,2014-06-01,
BC0101BU,Rafugen DBM Gel,550000,550000,550000,550000,550000,550000,N,2012-06-20,2018-04-01,
BC0101KJ,DEMIOS 1cc,495000,495000,495000,495000,495000,495000,N,2017-03-02,2017-02-15,
BC0101KV,ALLOMATRIX INJECTABLE PUTTY,447700,447700,447700,447700,447700,447700,N,2009-11-25,2014-06-01,
BC0102BU,BIO-PASTE,550000,550000,550000,550000,550000,550000,N,2012-07-16,2014-06-01,
BC0103AW,GRAFTON DBM GEL,440000,440000,440000,440000,440000,440000,N,2014-01-13,2014-06-01,
BC0103BU,RAFUGEN DBM GEL PRO 1cc,484000,484000,484000,484000,484000,484000,N,2018-05-17,2017-11-14,
BC0103BU-1,RAFUGEN DBM GEL PRO 0.5cc,363000,363000,363000,363000,363000,363000,N,2018-02-02,2018-02-02,
BC0103KV,ALLOMATRIX DR BONE PUTTY,1265000,1265000,1265000,1265000,1265000,1265000,N,2009-11-25,2014-06-01,
BC0104BU,RAFUGEN DBM GEL PRO(MEDYFUSE),556600,556600,556600,556600,556600,556600,N,2016-07-29,2016-08-01,
BC0105QT,EL STICK,484000,484000,484000,484000,484000,484000,N,2018-03-30,2018-03-30,
BC0106BU,DB STIK,847000,847000,847000,847000,847000,847000,N,2016-08-31,2016-08-25,
BC0106ED,"PENOSS, PEDI-STICK PLUS",847000,847000,847000,847000,847000,847000,N,2018-02-01,2019-12-01,
BC0109AW,GRAFTON DBM MATRIX PLUGS,440000,440000,440000,440000,440000,440000,N,2014-01-13,2014-06-01,
BC0201KJ,DEMIOS(DBM) 1cc,495000,495000,495000,495000,495000,495000,N,2015-04-13,2015-04-10,
BC0201KJ05,DEMIOS(DBM) 0.5cc,363000,363000,363000,363000,363000,363000,N,2017-03-14,2017-03-13,
BC0202IE,DYNAGRAFT 11(1cc),556600,556600,556600,556600,556600,556600,N,2014-08-21,2014-08-20,
BC1301PE,K-D CLAMP,200000,200000,200000,200000,200000,200000,N,2017-09-29,2017-09-29,
BC2001BU,MULTIPLE LIGAMENT WASHER,363000,363000,363000,363000,363000,363000,N,2011-12-26,2014-06-01,
BC4101DI,TENSION BAND PIN,363000,363000,363000,363000,363000,363000,N,2010-10-04,2014-06-01,
BC7005BW,MEDPOR CRANIAL PRODUCT,2420000,2420000,2420000,2420000,2420000,2420000,N,2017-09-29,2017-10-01,
BF0001HB,ROTAIO,3850000,3850000,3850000,3850000,3850000,3850000,N,2015-01-14,2015-01-14,
BF0003BP,ACTIV C,3850000,3850000,3850000,3850000,3850000,3850000,N,2013-04-15,2014-06-01,
BF0101AW,MEDISHIELD ANTI-ADHESION GEL,748000,748000,748000,748000,748000,748000,N,2015-03-20,2015-03-17,
BF0101PG,OXIPLEX,726000,726000,726000,726000,726000,726000,N,2016-11-01,2016-10-28,
BF0101VT,하이배리(HIBARRY) 1.5mL,96800,96800,96800,96800,96800,96800,N,2019-06-27,2019-06-27,
BF0200DA,PLD STANDARD,1815000,1815000,1815000,1815000,1815000,1815000,N,2019-10-16,2019-10-16,
BF02010B,PDAN-L,1320000,1320000,1320000,1320000,1320000,1320000,N,2013-04-18,2014-06-01,
BF0202VC,INTO-CB,1815000,1815000,1815000,1815000,1815000,1815000,N,2016-05-20,2016-05-19,
BF03141F,Bio Flex(Screw),437932,437932,437932,437932,437932,437932,N,2010-07-12,2014-06-01,
BF0401WQ,Intraspine,3388000,3388000,3388000,3388000,3388000,3388000,N,2019-11-11,2019-11-11,
BJ48011G,Ractz Spring Guide Epidural Catheter,550000,550000,550000,550000,550000,550000,N,2010-07-02,2014-06-01,
BJ4801DA,EXPEDIO BALLOON CATHETER,1210000,1210000,1210000,1210000,1210000,1210000,N,2018-03-21,2018-03-21,
BJ4801IG,RACZ SPRING Guide epidural catheter,605000,605000,605000,605000,605000,605000,N,2010-05-11,2014-06-01,
BJ4801IU,MYELOTEC NAVICATH STEERABLE CATHETER,605000,605000,605000,605000,605000,605000,N,2011-05-04,2014-06-01,
BJ4801UN,SPINAUT,550000,605000,605000,605000,550000,550000,N,2013-05-15,2017-03-30,
BJ4802RA,ST COX,605000,605000,605000,605000,605000,605000,N,2018-04-16,2018-04-01,
BJ4802XU,BIOVISION 1.7 (구FLEXVIEW 1.7mm),550000,550000,550000,550000,550000,550000,N,2015-04-13,2015-04-01,
BJ4803QJ,SANAT 2.8,2057000,2057000,2057000,2057000,2057000,2057000,N,2016-11-01,2016-11-01,
BJ4803RA,ST. REED PLUS,770000,847000,847000,847000,770000,770000,N,2017-03-30,2018-06-21,
BJ5001JB,GRASPING RETRIEVERS,133100,133100,133100,133100,133100,133100,N,2011-05-20,2016-07-28,
BJ7000UH,Stanpad,363000,363000,363000,363000,363000,363000,N,2017-11-28,2017-10-19,
BM2101TX,프로타드주3MM,242000,242000,242000,242000,242000,242000,N,2014-04-23,2014-06-01,
BM2101TX1,프로타드주1MM,99000,99000,99000,99000,99000,99000,N,2014-04-23,2014-06-01,
BM5302VT,젠타큐(GENTA Q)-흡수성 창상 피복재 5*5,180000,180000,180000,180000,180000,180000,N,2018-07-19,2018-07-19,
BM5302VT01,젠타큐(GENTA Q)- 10*10 흡수성 창상 피복재,270000,270000,270000,270000,270000,270000,N,2018-07-19,2018-07-19,
C0002001,LUBBOC,74930,74930,74930,74930,74930,74930,N,2002-05-30,2019-04-01,
C0211008,PRO OSTEON IMPLANT 500:GRANULE,0,0,0,0,0,0,N,2006-04-20,2014-06-01,
C0304010,Cancellous Bone Chip 15cc,0,0,0,0,0,0,N,2004-03-29,2014-06-01,
C0305010,Cancellous Bone Chip 30cc,0,0,0,0,0,0,N,2004-05-18,2014-06-01,
C0401007,MIIG X3,402780,402780,402780,402780,402780,402780,N,2017-01-12,2019-04-01,
C0401008,MIIG X3(35g:15cc),903630,903630,903630,903630,903630,903630,N,2018-03-31,2019-04-01,
C0406005,CHRON OS β-TCP WEDGE HALF ROUND (7°@10°@13°),552959,552959,552959,552959,552959,552959,N,2011-02-21,2014-06-01,
C0406012,CHRON OS β-TCP GRANULES,402780,402780,402780,402780,402780,402780,N,2008-03-13,2019-04-01,
C0406022,CHRON OS β-TCP WEDGE HALF ROUND (7°@10°),223760,223760,223760,223760,223760,223760,N,2013-01-24,2019-04-01,
C0406023,CHRON OS β-TCP WEDGE HALF ROUND (13°),318340,318340,318340,318340,318340,318340,N,2013-02-18,2019-04-01,
C0409005,BONGROS HAGE,402780,402780,402780,402780,402780,402780,N,2010-08-31,2019-04-01,
C0409006,BONGROS HAGE 20CC,598780,598780,598780,598780,598780,598780,N,2013-08-14,2019-04-01,
C0418004,MBCP GRANULES 16cc,411000,411000,411000,411000,411000,411000,N,2019-06-07,2019-06-05,
C0418005,MBCP 30cc,687570,687570,687570,687570,687570,687570,N,2019-04-02,2019-04-03,
C0418015,CALPORE 5CC,244830,244830,244830,244830,244830,244830,N,2018-03-31,2019-04-01,
C0418017,CALPORE 15CC,402780,402780,402780,402780,402780,402780,N,2016-05-23,2019-04-01,
C0420019,BONEMEDIK-S 10CC,402780,402780,402780,402780,402780,402780,N,2013-08-05,2019-04-01,
C0420020,BONEMEKIK-S 15CC,402780,402780,402780,402780,402780,402780,N,2010-10-19,2019-04-01,
C0420022,BONEMEDIK-S 30CC,673810,673810,673810,673810,673810,673810,N,2010-08-04,2019-04-01,
C0423002,TCH,673810,673810,673810,673810,673810,673810,N,2010-05-28,2019-04-01,
C0429013,Intergraft 30cc플러스메디칼,673810,673810,673810,673810,673810,673810,N,2014-05-14,2019-04-01,
C0429025,INTERGRAFT-CC,226070,226070,226070,226070,226070,226070,N,2018-03-31,2019-04-01,
C0433004,OSSPOL(GRANULE) 5G,244830,244830,244830,244830,244830,244830,N,2010-11-16,2019-04-01,
C0433021,OSSPOL(GRANULE) 10G,402780,402780,402780,402780,402780,402780,N,2013-10-01,2019-04-01,
C0433022,OSSPOL(GRANULE) 15G,402780,402780,402780,402780,402780,402780,N,2011-06-23,2019-04-01,
C0433023,OSSPOL(GRANULE) 20G,598780,598780,598780,598780,598780,598780,N,2013-06-04,2019-04-01,
C0503001,CALCIBON 5G,244830,244830,244830,244830,244830,244830,N,2007-06-14,2019-04-01,
C0503002,CALCIBON 10G,402780,402780,402780,402780,402780,402780,N,2007-06-14,2019-04-01,
C0511001,OSG-DUALPOR GRANULE-5cc/3G,183330,183330,183330,183330,183330,183330,N,2016-01-28,2019-04-01,
C0511019,OSG-DUALPOR GRANULE 30,598780,598780,598780,598780,598780,598780,N,2016-01-29,2019-04-01,
C0511450,U-BONE BLOCK,226070,226070,226070,226070,226070,226070,N,2018-03-31,2019-04-01,
C0511504,BOVINE COLLAGEN (OSG-DUALPOR COLLAGEN CYLINDER 14),226070,226070,226070,226070,226070,226070,N,2018-03-31,2019-04-01,
C0519002,PRO-DENSE,687570,687570,687570,687570,687570,687570,N,2016-02-15,2019-04-04,
C1002016,EXTERNAL FIXATOR EBI DYNAFIX,885080,885080,885080,885080,885080,885080,N,2002-08-27,2019-04-01,
C1002029,"OCTOPUS EXTERNAL FIXATOR FOR FEMUR,TIBIA,HUMERUS, FOREARM",885080,885080,885080,885080,885080,885080,N,2015-10-21,2019-04-01,
C1002102,External Fixator Mono Tube set(femur tibia humerus forearm),885080,885080,885080,885080,885080,885080,N,2004-07-07,2019-04-01,
C1002121,ACT-FIX CARBON COMPOSITE,885080,885080,885080,885080,885080,885080,N,2007-07-31,2019-04-01,
C1003016,EXTERNAL FIXATOR EBI DYNAFIX,591920,591920,591920,591920,591920,591920,N,2004-01-19,2019-04-01,
C1003018,EXTERNAL FIXATOR STABLELOC,612380,612380,612380,612380,612380,612380,N,2002-01-22,2019-08-22,
C1003019,External Fixator Poing-Fix(Wrist),591920,591920,591920,591920,591920,591920,N,2003-02-14,2019-04-01,
C1003036,POING FIX COMPLETE WITH CARBON ROD,591920,591920,591920,591920,591920,591920,N,2006-02-16,2015-10-01,
C1003081,BIPOLE WRIST FIXATION SYSTEM,591920,591920,591920,591920,591920,591920,N,2013-10-16,2019-04-01,
C1003129,BASIC EXTERNAL FIXATIONS SYSTEMS,600130,600130,600130,600130,600130,600130,N,2006-05-16,2019-04-01,
C1004006,EBI DFS MINIFIXATOR,380440,380440,380440,380440,380440,380440,N,2007-10-16,2019-04-01,
C1201021,EXTERNAL RING FIXATOR KER,1203090,1203090,1203090,1203090,1203090,1203090,N,2005-05-31,2019-04-01,
C1201028,MULTIPLE RING EXTERNAL FIXATOR,1203090,1203090,1203090,1203090,1203090,1203090,N,2002-09-16,2019-04-01,
C1211021,EXTERNAL RING FIXATOR KER,1144540,1144540,1144540,1144540,1144540,1144540,N,2004-08-13,2019-04-01,
C1211022,EXTERNAL RING FIXATOR RUSSIAN ILIZAROV,1144540,1144540,1144540,1144540,1144540,1144540,N,2004-02-13,2019-04-01,
C1211028,MULTIPLE RING EXTERNAL FIXATOR,1144540,1144540,1144540,1144540,1144540,1144540,N,2002-02-28,2019-04-01,
C1215029,TYSS EXTERNAL FIXATOR(TIBIA),1150460,1150460,1150460,1150460,1150460,1150460,N,2006-04-07,2019-04-01,
C1231021,EXTERNAL RING FIXATOR KER,1218900,1218900,1218900,1218900,1218900,1218900,N,2005-05-31,2019-04-01,
C1231022,EXTERNAL RING FIXATOR RUSSIAN ILIZAROV,1218900,1218900,1218900,1218900,1218900,1218900,N,2003-09-13,2019-04-01,
C1231028,MULTIPLE RING EXTERNAL FIXATOR,1218900,1218900,1218900,1218900,1218900,1218900,N,2008-05-02,2019-04-01,
C1235029,TYSS EXTERNAL FIXATOR(TIBIA&FOOT),1231880,1231880,1231880,1231880,1231880,1231880,N,2007-04-11,2019-04-01,
C1301029,OCTOPUS HYBRID EXTERNAL FIXATOR FOR FEMUR,1292670,1292670,1292670,1292670,1292670,1292670,N,2007-02-28,2019-04-01,
C1311021,ACT-FIX STD HYBRID SYSTEM,1234800,1234800,1234800,1234800,1234800,1234800,N,2004-07-12,2019-04-01,
C1311029,OCTOPUS HYBRID EXTERNAL FIXATOR FOR TIBIA,1234800,1234800,1234800,1234800,1234800,1234800,N,2011-02-17,2019-04-01,
C1503001,TUBE TO TUBE CLAMP,106260,106260,106260,106260,106260,106260,N,2018-03-31,2019-04-01,
C1506002,EXTERNAL FIXATOR EBI DYNAFIX,279790,279790,279790,279790,279790,279790,N,2018-03-31,2019-04-01,
C1506003,EXTERNAL FIXATOR EBI DYNAFIX,238710,238710,238710,238710,238710,238710,N,2004-11-05,2019-04-01,
C1506004,EXTERNAL FIXATOR EBI DYNAFIX,274530,274530,274530,274530,274530,274530,N,2009-02-27,2019-04-01,
C1522003,MULTI PIN CLAMP,231050,231050,231050,231050,231050,231050,N,2007-07-31,2019-04-01,
C1601020,BAYONET WIRE,75100,75100,75100,75100,75100,75100,N,2006-04-07,2019-04-01,
C1601021,W - WIRE,73190,73190,73190,73190,73190,73190,N,2004-08-13,2019-04-01,
C1601022,Ilizarov wire (Bayonet),75100,75100,75100,75100,75100,75100,N,2003-09-13,2019-04-01,
C1601028,STRAIGHT WIRE,73190,73190,73190,73190,73190,73190,N,2002-02-28,2019-04-01,
C1601029,PIN-WIRE,75100,75100,75100,75100,75100,75100,N,2007-04-11,2019-04-01,
C1603020,BAYONET WIRE,86590,86590,86590,86590,86590,86590,N,2006-06-09,2019-04-01,
C1603022,Ilizarrov Wire (Stopper),104160,104160,104160,104160,104160,104160,N,2004-02-13,2019-04-01,
C1603028,STOPPER WIRE,86590,86590,86590,86590,86590,86590,N,2002-02-28,2019-04-01,
C1603029,PIN-WIRE,106150,106150,106150,106150,106150,106150,N,2018-03-31,2019-04-01,
C1605002,Apex Self Drillng Half Pin 전규격,80310,80310,80310,80310,80310,80310,N,2004-07-07,2019-04-01,
C1605013,St.A.R. 90 Cortical Pin 전규격,74180,74180,74180,74180,74180,74180,N,2003-01-15,2014-06-01,
C1605016,EBI SCREW,105850,105850,105850,105850,105850,105850,N,2015-12-31,2019-04-01,
C1605018,STABLELOC PIN,80310,80310,80310,80310,80310,80310,N,2002-01-22,2019-04-01,
C1605020,SCREW PIN,73570,73570,73570,73570,73570,73570,N,2006-06-27,2019-04-01,
C1605021,HALF PIN,73570,73570,73570,73570,73570,73570,N,2004-08-13,2018-04-01,
C1605102,ORTHOFIX CORTICAL SCREW,75770,75770,75770,75770,75770,75770,N,2004-01-19,2019-04-01,
C1605128,Cortical half pin(전규격),79980,79980,79980,79980,79980,79980,N,2002-09-25,2019-04-01,
C1606019,SELF DRILLING PIN,104660,104660,104660,104660,104660,104660,N,2003-12-12,2019-04-01,
C1606021,SCREW1,105850,105850,105850,105850,105850,105850,N,2005-01-19,2019-04-01,
C1606022,Russion ILIZAROV HALF PIN전규격,105850,105850,105850,105850,105850,105850,N,2007-02-28,2019-04-01,
C1606029,HALF PIN SCREW,108020,108020,108020,108020,108020,108020,N,2006-05-16,2019-08-22,
C1606066,TITANIUM ALLOY HALF PIN,105850,105850,105850,105850,105850,105850,N,2007-07-31,2019-04-01,
C2011140,LIGASTIC(견관절용),793270,793270,793270,793270,793270,793270,N,2008-06-17,2019-04-01,
C2021006,LIGAMENT WASHER BONE SCREW,75680,75680,75680,75680,75680,75680,N,2006-07-07,2019-04-01,
C2021037,MULTIPLE BONE SCEW,75680,75680,75680,75680,75680,75680,N,2007-04-04,2019-04-01,
C2021040,CHEVILLE,111440,111440,111440,111440,111440,111440,N,2008-06-17,2019-04-01,
C2300003,Cannulated Interference Screw 전규격,207724,207724,207724,207724,207724,207724,N,2005-12-30,2014-06-01,
C2300010,CANNULATED INTERFERENCE SCREW,156080,156080,156080,156080,156080,156080,N,2007-04-04,2019-04-01,
C2300013,LOW PROFILE CANNULATED SCREW,207724,207724,207724,207724,207724,207724,N,2007-12-28,2014-06-01,
C2300037,MULTIPLE CANNULATED INTERFERENCE SCREW,119480,119480,119480,119480,119480,119480,N,2019-01-17,2019-04-01,
C2300052,CANNULATED INTERFERENCE SCREW,159270,159270,159270,159270,159270,159270,N,2018-03-31,2019-05-29,
C2300141,ROUND INTERFERENCE SCREW,156080,156080,156080,156080,156080,156080,N,2013-05-06,2019-04-01,
C2300241,CANNULATED CANCELLOUS SCREW(JMT SERIES),159270,159270,159270,159270,159270,159270,N,2013-05-06,2019-05-29,
C2301004,MULTIPLE LIGAMENT WASHER,149710,149710,149710,149710,149710,149710,N,2016-03-24,2019-05-29,
C2301041,SPIKED WASHER,146710,146710,146710,146710,146710,146710,N,2012-05-14,2019-04-01,
C2301080,LIGAMENT WASHER,149710,149710,149710,149710,149710,149710,N,2019-12-05,2019-12-04,
C2301295,ACL TIGHTROPE R,175930,175930,175930,175930,175930,175930,N,2016-03-24,2019-04-01,
C2301305,EBCU,179530,179530,179530,179530,179530,179530,N,2016-05-18,2019-12-04,
C2302003,Bio-Interference Screw 전규격,232133,232133,232133,232133,232133,232133,N,2008-08-22,2014-06-01,
C2302004,BIOFIX SCREW,142650,142650,142650,142650,142650,142650,N,2018-03-31,2019-05-29,
C2302029,RIGIDFIX CROSS PIN SYSTEM,139790,139790,139790,139790,139790,139790,N,2016-03-24,2019-04-01,
C2302038,INION HEXALON BIODEGRADABLE ACL/PCL SCREW,139790,139790,139790,139790,139790,139790,N,2009-01-22,2018-04-01,
C2302095,BIOTENODESIS SCREW,179400,179400,179400,179400,179400,179400,N,2019-07-12,2019-07-12,
C2302105,Bio RCI screw 전규격,139790,139790,139790,139790,139790,139790,N,2007-04-04,2019-04-01,
C2302205,BIORCI SCREW,139790,139790,139790,139790,139790,139790,N,2019-04-02,2019-04-01,
C2401041,DOUBLE NEEDLE(JM-001DN),55050,55050,55050,55050,55050,55050,N,2018-03-31,2019-04-01,
C2401095,DOUBLE ARM FIBERWIRE #2-0,55050,55050,55050,55050,55050,55050,N,2018-03-31,2019-04-01,
C3015002,GAMMA LOCKING NAIL SET,824360,824360,824360,824360,824360,824360,N,2007-02-26,2019-04-01,
C3100003,TITANIUM ELASTIC NAIL,144150,144150,144150,144150,144150,144150,N,2007-06-15,2019-04-01,
C3100021,NANCY NAIL,113570,113570,113570,113570,113570,113570,N,2005-07-29,2019-04-01,
C3111003,UNREAMED FEMORAL NAIL SET,865860,865860,865860,865860,865860,865860,N,2007-04-30,2019-04-01,
C3111004,SIRUS FEMORAL NAIL SET,865860,865860,865860,865860,865860,865860,N,2013-07-30,2019-04-01,
C3111005,TAN FEMORAL NAIL SET,874240,874240,874240,874240,874240,874240,N,2018-03-31,2019-04-01,
C3111006,UNIVERSAL FEMORAL INTERLOCKING TITANIUM NAIL SET,865860,865860,865860,865860,865860,865860,N,2002-01-11,2019-04-01,
C3111010,4CIS FEMORAL INTERLOCKING NAIL SET,892090,892090,892090,892090,892090,892090,N,2003-06-24,2019-07-18,
C3111021,DYNA LOCKING FEMUR NAIL,865860,865860,865860,865860,865860,865860,N,2003-11-07,2019-04-01,
C3111024,T2 FEMORAL NAIL SET,865860,865860,865860,865860,865860,865860,N,2013-08-01,2019-04-01,
C3112003,UNREAMED TIBIAL NAIL SET,812890,812890,812890,812890,812890,812890,N,2007-06-15,2019-04-01,
C3112006,UNIFLEX TITANIUM TIBIAL NAIL SET,812890,812890,812890,812890,812890,812890,N,2003-02-14,2019-04-01,
C3112021,DYNA LOCKING TIBIAL NAIL SET,770030,770030,770030,770030,770030,770030,N,2005-08-31,2019-04-01,
C3112023,AIM TITANIUM TIBIAL NAIL SET,770030,770030,770030,770030,770030,770030,N,2003-02-14,2019-04-01,
C3112024,TIBIA INTERLOCKING NAIL SET,812890,812890,812890,812890,812890,812890,N,2014-04-18,2019-04-01,
C3112081,TIBIAL NAIL SET,812890,812890,812890,812890,812890,812890,N,2018-03-31,2019-04-01,
C3112103,EXPERT TIBIA NAIL,812890,812890,812890,812890,812890,812890,N,2012-01-17,2019-04-01,
C3113084,APIS FEMUR RECONSTRUCTION NAIL SET,854110,854110,854110,854110,854110,854110,N,2018-03-31,2019-04-01,
C3113103,EXPERT A2FN,854110,854110,854110,854110,854110,854110,N,2010-03-12,2019-04-01,
C3114003,UNREAMED HUMERAL INTRAMEDULLARY NAIL SET,810180,810180,810180,810180,810180,810180,N,2007-06-15,2019-04-01,
C3114006,UNIFLEX HUMERUS NAIL SET,810180,810180,810180,810180,810180,810180,N,2002-09-13,2019-04-01,
C3114018,HUMERAL ROD POLARUS PLUS SET,810180,810180,810180,810180,810180,810180,N,2004-10-15,2019-04-01,
C3114023,AIM TITANIUM HUMERAL NAIL SET,757270,757270,757270,757270,757270,757270,N,2006-04-07,2019-04-01,
C3114113,"EXPERT HUMERAL NAIL 7.0MM,LOCKSCR L20,22,30F/NAILS TAN DBLUE, EXPERT END CAP 7.0",810180,810180,810180,810180,810180,810180,N,2015-03-20,2018-04-01,
C3114223,DEPUY AIM HUMERAL NAIL SET,810180,810180,810180,810180,810180,810180,N,2014-01-04,2018-04-01,
C3115003,PROXIMAL FEMORAL NAIL SET,929320,929320,929320,929320,929320,929320,N,2007-11-13,2019-04-01,
