의료기관기호,의료기관명,우편번호,주소,전화번호
1013781,의료법인 인당의료재단구포부민병원,46504,"부산 북구 사상로 607 (구포동, 구포부민병원)",051-366-7083
1013783,그린재활의학병원,14055,"경기 안양시 동안구 시민대로 311 (관양동, 금강스마트빌딩 4층)",031-421-9600
1013789,벽암의료재단 의령병원,52150,경남 의령군 의령읍 의병로14길 10 (세탁물보관실),055-573-4100
1013790,새연세정형외과의원,1834,서울 노원구 공릉로 187 3층 (공릉동),02-979-7783
1013792,순천향대학교부속구미병원,39371,경북 구미시 1공단로 179 (공단동),054-468-9571
1013795,용한의원,16534,경기 수원시 팔달구 권광로276번길 4 선우빌딩401호 (인계동),031-211-7533
1013798,효사랑전주요양병원,54995,전북 전주시 완산구 팔달로 272 (서노송동),063-278-8288
1013818,전남대학교치과병원,61186,"광주 북구 용봉로 33 (용봉동, 전남대학교)",062-530-5551
1013819,양산부산대학교병원,50612,경남 양산시 물금읍 금오로 20 (양산부산대학교병원),055-360-1205
1013822,연세S신경외과의원,37182,경북 상주시 동수1길 19 (무양동),054-535-8275
1013834,미래로21병원,62045,광주 서구 화운로 1 (화정동),062-450-1200
1013836,으뜸병원,55126,전북 전주시 완산구 모악로 4678 (평화동2가),063-220-3346
1013839,(의료법인)의료법인 해민의료재단 세안종합병원,58618,전남 목포시 고하대로 795-2 (연산동),061-260-6716
1013840,힘플러스병원,57946,전남 순천시 신월큰길 13 (조례동),061-804-5000
1013842,남원정형외과의원,55772,전북 남원시 용성로 106 (죽항동),063-635-8100
1013846,서울치과의원,31981,충남 서산시 안견로 184-8 (동문동),041-665-5222
1013850,에스포항병원,37659,"경북 포항시 남구 희망대로 352 (이동, 에스포항병원)",054-289-9261
1013856,노원영상의학과의원,1762,서울 노원구 동일로 1401 상아빌딩 4층 (상계동),02-952-8733
1013861,의료법인 동산의료재단,54597,전북 익산시 중앙로 141 (마동),063-856-5522
1013863,부산본병원,49326,부산 사하구 승학로 8 (당리동),1599-8275-
1013865,한마음정형외과의원,49327,부산 사하구 낙동대로 410 (당리동),051-205-7776
1013867,순수의 뜰 덕운부부한의원,42752,"대구 달서구 조암로 14 403호 (월성동, 휴플러스)",053-623-2475
1013871,설악의원,12465,경기 가평군 설악면 한서로 9 (설악의원),031-585-8575
1013873,포항토마토정형외과의원,37745,경북 포항시 북구 죽도로 48 (죽도동),054-274-7582
1013880,화이트치과의원,54922,"전북 전주시 덕진구 백제대로 646 (금암동, 화이트치과)",063-276-2822
1013884,뉴본정형외과의원,8028,"서울 양천구 중앙로 303 (신월동, 외 6필지)",02-2692-9055
1013886,의료법인나라의료재단부산나라요양병원,48775,부산 동구 중앙대로 421 (좌천동),051-646-0505
1013891,화양영상의학과의원,5022,"서울 광진구 광나루로 436 2,3층 (화양동)",02-461-1212
1013892,최동원정형외과의원,27353,"충북 충주시 계명대로 251 골드프라자 2층,5층 (연수동)",043-844-1004
1013900,미소안재활병원,51209,"경남 창원시 마산회원구 3·15대로 775 701동 1101호 (합성동, 합성메디칼센타)",055-299-7510
1013905,방학서울의원,1342,서울 도봉구 도당로 80 3층 (방학동),02-956-4080
1013913,의료법인중원의료재단충주중앙병원,27386,충북 충주시 충인1길 60 (충인동),043-856-2100
1013914,분당서울대학교병원,13620,경기 성남시 분당구 구미로173번길 82 (구미동),031-787-1068
1013915,(의료법인)영훈의료재단 유성선병원,34084,대전 유성구 북유성대로 93 (지족동),042-609-1262
1013926,명진단영상의학과의원,7649,서울 강서구 공항대로 396 귀뚜라미재단빌딩 4층 (화곡동),02-2694-6008
1013927,삼성연합정형외과,56163,전북 정읍시 남북로 42 (수성동),063-530-0119
1013928,고려정형외과의원,8793,서울 관악구 남부순환로 1952 (봉천동),02-878-7553
1013930,경희늘푸른노인전문병원,1316,서울 도봉구 시루봉로 137 (방학동),02-903-9920
1013938,논산하나요양병원,32962,충남 논산시 생뫼길 20 (강산동),041-734-6700
1013939,김선구정형외과의원,14499,"경기 부천시 오정구 중동로 403 2,4층 (삼정동)",032-677-0119
1013941,신남미래연합신경외과의원,41975,대구 중구 달구벌대로 1992 (남산동),053-252-3375
1013958,검단탑병원,22675,인천 서구 청마로19번길 5 (당하동),032-590-
1013965,우리영상의학과의원,13558,"경기 성남시 분당구 정자일로 162 4, 6층 (정자동)",031-715-0700
1013966,청주현대병원,28363,충북 청주시 흥덕구 비하로 65 (비하동),043-237-2114
1013970,수로한의원,50944,경남 김해시 구지로 5 (내동),055-321-5475
1013978,경기도립의료원 수원병원,16316,경기 수원시 장안구 수성로245번길 69 (정자동),031-888-0114
1013981,(의료법인)센텀의료재단 서부산센텀병원,46973,부산 사상구 새벽로 226 (괘법동),051-329-3221
1013983,마디신경외과,34703,대전 동구 곤룡로 6 (낭월동),042-271-7008
1013984,나라의료재단 중앙나라요양병원,48931,부산 중구 중앙대로 69 (중앙동3가),051-246-0505
1013987,강동경희대학교병원,5278,서울 강동구 동남로 892 (상일동),02-440-6578
1013991,제니스병원,4993,서울 광진구 자양로 215 (구의동),02-3436-8888
1013999,유원정형외과,22175,"인천 미추홀구 아암대로29번길 86 3,4,5층 (용현동)",032-567-8600
1014003,리더스병원,42400,대구 남구 성당로 268 (대명동),053-628-1000
1014007,선경한의원,13365,경기 성남시 중원구 성남대로1148번길 2 302호 (성남동),031-712-3321
1014008,수원웰정형외과의원,16556,경기 수원시 권선구 권광로 68 교연빌딩1층 (권선동),031-237-7502
1014012,서울21세기병원,6654,서울 서초구 서초중앙로 39 (서초동),02-3489-8008
1014026,영동병원,2633,서울 동대문구 한천로 4 (장안동),02-469-0019
1014027,춘천예치과의원,24415,강원 춘천시 영서로 2025 탑클리닉빌딩 4층 (석사동),033-262-2078
1014034,김수철한의원,21087,인천 계양구 주부토로 469 2층 (작전동),032-552-1075
1014038,마디정형외과의원,44077,울산 동구 방어진순환도로 577 (화정동),052-235-5858
1014042,행복한의원,10241,경기 고양시 일산서구 일현로 119 3층 (탄현동),031-919-0703
1014045,강경민정형외과의원,14250,"경기 광명시 오리로 865 5층 (철산동, 신철산빌딩)",02-2616-2119
1014050,연세재활의학과의원,6952,서울 동작구 상도로 103 (상도동),02-823-6782
1014052,(의)동양의료재단연세사랑병원,51627,경남 창원시 진해구 행암로 76 (장천동),055-540-7700
1014057,디에이치안광병신경과의원,35241,대전 서구 둔산로 134 1452아베스빌딩302 (둔산동),042-486-8100
1014059,동양굿모닝영상의학과의원,35264,대전 서구 계룡로 607 (탄방동),042-526-8800
1014060,경주정형외과,38155,경북 경주시 금성로 292 (성건동),054-777-1285
1014064,우리연합정형외과의원,36964,경북 문경시 중앙로 203 (흥덕동),054-556-7533
1014072,임권일신경과의원,49408,부산 사하구 낙동대로 447 동안빌딩 4층 (하단동),051-202-1917
1014078,광주시민의원,12774,경기 광주시 오포로 544 ,031-767-7514
1014080,삼호제일병원,58449,전남 영암군 삼호읍 신항로 92 ,061-460-9013
1014082,한양정형외과,31037,충남 천안시 서북구 직산읍 천안대로 1519  한양정형외과의원,041-583-9999
1014083,동국대학교경주한의원,38067,경북 경주시 동대로 87 (석장동),054-770-8138
1014087,플랜트치과의원,17364,경기 이천시 영창로 201-3 3층 (창전동),031-637-0028
1014091,미래병원,47889,"부산 동래구 충렬대로 358 (안락동, 미래병원)",051-520-3219
1014095,여수연합의원,59705,전남 여수시 여서로 160 (여서동),061-654-4000
1014096,삼성한의원,53235,경남 거제시 제산로 2-5 삼성쉐르빌상가 112동 102 (양정동),055-634-0075
1014098,나진요양병원,35283,대전 서구 갈마로 122 (괴정동),042-525-3800
1014099,강동서울정형외과,5373,서울 강동구 천호대로 1120 B 3층 (성내동),02-420-2030
1014100,김한의원,3431,서울 은평구 갈현로 81 1층 (역촌동),02-354-5955
1014102,큰마디큰병원,38147,경상북도 경주시  원화로 312 (성동동),054-700-0199
1014107,시흥한의원,14908,"경기 시흥시 복지로 96 (대야동, A&C빌딩)",031-311-5885
1014114,참조은병원,42818,대구 달서구  월배로 404 (송현동),053-630-8006
1014121,가천대학교부속 길 한방병원,22318,인천 중구 큰우물로 12 (용동),032-770-1203
1014130,새손병원,34908,대전 중구 계룡로 858 (오류동),042-535-
1014137,민플러스치과의원,39431,경북 구미시 인동가산로 33 쌍둥이 빌딩 5층 (황상동),054-472-3988
1014138,부천중앙병원,14427,경기 부천시 오정구 소사로 797 (원종동),032-681-2333
1014147,남양주한양병원,12048,경기 남양주시 오남읍 양지로 47-55 (남양주한양병원),031-510-5613
1014153,새천년병원,38146,경북 경주시 화랑로 129 (성동동),054-741-2005
1014159,아름다운치과의원,56315,전북 부안군 부안읍 석정로 221 (한국신경외과의원),063-581-
1014162,홍익한의원,25569,강원 강릉시 하평3길 11 (포남동),033-652-7510
1014166,열린정형외과의원,31016,충남 천안시서북구 성환읍 성환리 368-1,041-581-2221
1014169,(의)사랑나무의료재단서수원병원,16642,경기 수원시 권선구 오목천로152번길 68 (고색동),031-221-2222
1014171,미담한의원,53265,"경남 거제시 장평로8길 8 3층 (장평동, 진들빌딩)",055-636-1581
1014172,미플랜치과,4713,"서울 성동구 행당로 75 (행당동, 동백상가 2층)",02-461-8228
1014190,약손한의원,17052,경기 용인시 처인구 금령로71번길 16 2층 (김량장동),031-338-2299
1014192,서울정형외과의원(서산),31981,충남 서산시 시장6로 6 (동문동),041-664-9000
1014194,으뜸정형외과의원,54661,전북 익산시 고현로 112 (모현동1가),063-841-7511
1014195,새길정형외과의원,41422,대구 북구 팔거천동로 223 (동천동),053-313-1199
1014209,수예당한의원,37677,경북 포항시 남구 포스코대로 149 (대잠동),054-276-8552
1014212,중앙한방병원,12622,경기 여주시 세종로14번길 18 중앙프라자 B-205,031-886-8275
1014227,백두한의원,37710,경북 포항시 북구 두호로 31 (두호동),054-254-7582
1014229,동인한의원,37701,경북 포항시 북구 아치로 17 (우현동),054-231-5000
1014233,안강미래연합신경외과의원,38020,경북 경주시 안강읍 안강중앙로 216 ,054-763-7400
1014235,아산정형외과의원,7383,"서울 영등포구 도신로 120 4,5층 (신길동)",02-848-1075
1014241,송한의원,42449,대구 남구 중앙대로 131 (대명동),053-627-2222
1014244,대전허리사랑병원,35299,대전 서구 계룡로 618 (괴정동),042-528-7588
1014246,우리척병원,31174,"충남 천안시 서북구 충무로 155 (쌍용동, 우리척병원)",041-565-5119
1014250,플랜트치과의원,34184,대전 유성구 한밭대로492번길 16-18 (봉명동),042-824-2275
1014257,고려정형외과의원(수정구),13136,경기 성남시 수정구 산성대로 517 2층 (양지동),031-741-3100
1014262,성모정형외과,44739,울산 남구 수암로 95 (신정동),052-260-7575
1014266,메트로적추병원,48311,"부산 수영구 수영로 390-1 (남천동, 메트로적추병원)",051-626-0251
1014277,의료법인 인봉의료재단 뉴고려병원,10086,경기 김포시 김포한강3로 283 (장기동),031-998-8129
1014281,참병원,55093,전북 전주시 완산구 백제대로 114 (효자동1가),063-220-0616
1014290,터직업환경의학과의원,51522,"경남 창원시 성산구 중앙대로39번길 6 308호 (중앙동, 제일상가)",055-261-0600
1014291,중앙연합의원,59755,"전남 여수시 신월로 807 (서교동, 중앙연합의원)",061-643-4300
1014303,나사렛국제병원,21972,인천 연수구 먼우금로 98 (동춘동),032-899-9575
1014309,맑은하늘마취통증의학과의원,1029,"서울 강북구 삼양로 497 2층,3층 (수유동)",02-902-5896
1014353,홍도신경외과의원,21110,인천 계양구 계양대로 55 (작전동),032-546-2000
1014356,대구삼선병원,41438,대구 북구 칠곡중앙대로 448 (읍내동),053-320-7105
1014360,송도외과의원,13180,경기 성남시 중원구 광명로 299 3층 (금광동),031-735-7169
1014364,의정부힐링스병원,11757,경기 의정부시 청사로48번길 19 (금오동),031-853-9222
1014368,신평정형외과의원,39237,"경북 구미시 칠성로 4 (신평동, 2~4층)",054-461-7575
1014373,서울성모정형외과의원,21655,"인천 남동구 호구포로 220 5층 (논현동, 명진프라자)",032-442-1010
1014384,의료법인 한성재단S서울병원,16530,경기 수원시 영통구 중부대로246번길 14 (매탄동),
1014388,중원치과의원,27386,충북 충주시 중앙로 67 신천지타운 304호 (충의동),043-855-2882
1014401,대추나무한의원,17933,경기 평택시 안중읍 안중로 105 ,031-681-1075
1014409,성모요양병원,13509,경기 성남시 분당구 새나리로 13 (야탑동),031-707-9100
1014411,안산21세기병원,15272,"경기 안산시 단원구 보화로 50 (고잔동, 21세기병원)",031-482-0114
1014420,유진정형외과의원,22168,인천 미추홀구 장천로112번길 3 (숭의동),032-861-8700
1014421,제일영상의학과의원,41261,대구 동구 동대구로 431 (신천동),053-756-0161
1014423,시온부부한의원,5404,"서울특별시 강동구  풍성로56길 15 (성내동, 동일상가아파트 1층) 101호",02-485-1075
1014424,약손한의원,52754,경남 진주시 진주대로 1074 2층 (대안동),055-743-8275
1014426,황인철수정형외과,17370,경기 이천시 이섭대천로 1224 ２층 (창전동),031-633-7554
